P_840-O-1	in the other hand have many students short of money for paying education .	＜ 動詞 ＞ ≪ pay ≫ を ＜ 他動詞 ＞ として 使え ば よい でしょ う 。	12:12
P_6-O-0	this can improve his ability in communicating with others .	＜ 名詞 ＞ ≪ ability ≫ で 「～ する 能力 」 と 表す 場合 、 「～ する 」 は ＜ in ＋ 動 名詞 ＞ で は なく ＜ to 不定 詞 ＞ で 表わし ます 。 ＜ 名詞 ＞ ≪ ability ≫ の 用法 を 辞書 など で 調べ て み ましょ う 。	6:6
S_682-O-1	smoking should be completely banned in all over public area such as restaurant , garden , school or even in the office .	「 少なくとも 」 と 表現 する 場合 に ≪ office ≫ は ＜ 自動詞 ＞ です ので 、 ＜ 前置詞 ＞ ≪ in ≫ は 余分 です ね 。	19:19
S_777-O-0	because of all people are not smokers .	＜ 群 前置詞 ＞ ≪ because of ≫ の 後ろ に は ＜ 名詞 ＞ が 入り ます 。 ＜ 節 ＞ が 入る 場合 は ＜ 前置詞 ＞ ≪ of ≫ は 不要 です 。	1:1
P_847-O-0	however when we get the part-time job we should organize our time for class and lesson and we should to do the job when we have free time enough .	＜ 助動詞 ＞ の 直後 に 続く ＜ 動詞 ＞ は ＜ to 不定 詞 ＞ の 形 で は なく ＜ 原形 ＞ に し ます 。	19:19
S_371-O-0	it 's also rude for the chefs .	失礼 な 振る舞い を する 相手 を 導く ＜ 前置詞 ＞ は ≪ for ≫ で は あり ませ ん 。 ＜ 形容詞 ＞ ≪ rude ≫ を 辞書 で 引い て 最適 な ＜ 前置詞 ＞ を 調べ ましょ う 。	4:4
S_522-O-0	next month , i hope the smoking rate please decrease , nowadays , smoking is more significant in women when such coverage in the news personally sick mind restaurants today are almost smoking areas available so people eat rice meals defendant before the defendant in the habit of wearing a cigarette seems to be living smoking area by creating a lot of people think that smoking should be able to by this time i 'm too extreme for a cigarette seems to be an opposition , but not smoking , smoking section , i do not think so badly all people who want to break up a cigarette during the one person i wanted in the killing , but i do not want the people to dry hope my tiny little bit of smoke in the next year is to want fewer	＜ 形容詞 ＞ ≪ significant ≫ とともに 使っ て 「 ～ にとって 」 という こと を 意味 する ＜ 前置詞 ＞ は ≪ in ≫ で は あり ませ ん 。 辞書 で ＜ 形容詞 ＞ ≪ significant ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	17:17
P_313-O-0	other than work on the other company i prefer to work by myself .	＜ 前置詞 ＞ ≪ on ≫ を 使う と 「 具体 的 な 建物 や 部屋 の 中 で 」 という 意味 が 強調 さ れ がち な ので 、 単に 「～ で 働く 」 と 言う 場合 は 、 別 の ＜ 前置詞 ＞ を 使う ほう が いい かも しれ ませ ん 。 職場 を 示す ＜ 前置詞 ＞ ≪ on ≫ と ≪ the company ≫ を ＜ 副詞 ＞ として 使い ましょ う 。	3:3
S_208-O-0	nowadays , many restaurants have put no smoking icon at their places .	何 か が 行わ れ て いる 場所 を 示す 場合 に ≪ place ≫ とともに 使用 する ＜ 前置詞 ＞ は ≪ at ≫ で も よい です が 、 in の ほう が より 一般 的 でしょ う 。	9:9
S_520-O-0	there are several ways nowadays taste of cigarettes .	「 ～ の 関係 」 の 「 ～ の 」 を 表す ＜ 前置詞 ＞ が 欠落 し て い ます 。 ＜ 名詞 ＞ ≪ nowadays ≫ とともに 使わ れる ＜ 前置詞 ＞ を 辞書 など で 調べ て み ましょ う 。	4:4
P_1029-O-0	when we come to the topic of part time job , we will normally related it to most of the teenagers especially university students nowadays .	≪ most of ≫ の 後ろ に ＜ 定冠詞 ＞ ≪ the ≫ を 伴っ た ＜ 名詞 ＞ を 持っ て くる と 、 それ は 限定 さ れ た 集団 の こと を 指し ます 。 単に 学生 一般 を 指す 場合 は 、 ≪ most ≫ を ＜ 名詞 ＞ で は なく ＜ 形容詞 ＞ として 使い ましょ う 。	18:18
S_376-O-0	but weather strict exist or not , you should stop smoking such places like restaurants where many people are .	＜ 名詞 句 ＞ のみ で は ＜ 副詞 句 ＞ として 機能 し ませ ん ので 、 ここ に は 何 か が 行わ れる 「 場所 」 を 示す ＜ 前置詞 ＞ が 必要 です 。 to を 使っ て み ましょ う 。	10:10
S_222-O-0	only by breathing the smoke , we have the same chance like an active smoker to have a healthy problem .	＜ 形容詞 ＞ ≪ chance ≫ を 使っ て 「 ～ と 同じ ・ ・ ・ 」 と 表現 する 場合 、 比較 の 基準 と なる ＜ 名詞 ＞ の 前 に は ＜ 前置詞 ＞ of が 必要 です 。	11:11
P_694-O-0	i recommend you to do part time job , while you are in university .	＜ 前置詞 ＞ ≪ in ≫ で も もちろん 間違い で は ない の です が 、 ≪ in ≫ を 使う と 物理 的 な 大学 の キャンパス を イメージ し ます 。 「 大学 という 勉強 を する 状況 ・ 組織 」 で ある なら at の ほう が よい でしょ う 。	12:12
P_595-O-0	and , part-time job is tells important of money .	「 誰 に 」 に 当たる 部分 は ＜ 動詞 ＞ ≪ weigh ≫ の ＜ 間接 目的 語 ＞ です ので 、 ＜ 前置詞 ＞ が 必要 です 。 辞書 で ＜ 動詞 ＞ ≪ mean ≫ を 引い て 調べ て み ましょ う 。	6:6
S_328-O-0	some people may think that everyone should tolerate the smell , because smoking gives smokers refresh like as drink makes people refresh .	＜ 動詞 ＞ ≪ refresh ≫ は ＜ 他動詞 ＞ です ので ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	16:16
